"feature"	"metadata"	"value"	"name"	"coef"	"null_hypothesis"	"stderr"	"pval_individual"	"qval_individual"	"pval_joint"	"qval_joint"	"error"	"model"	"N"	"N_not_zero"
"1034"	"Eubacterium rectale"	"Diagnosis"	"UC"	"diagnosisUC"	-0.284314773194944	0	0.207515615597011	0.170659255109906	0.284772147296974	0.312193928865144	0.385136435609336	NA	"prevalence"	1527	1211
"1035"	"Proteus mirabilis"	"Read depth"	"Read depth"	"reads"	-0.150088809785005	0	0.109997271473702	0.17241730861358	0.287460256852334	0.31510688891761	0.388276399879809	NA	"prevalence"	1527	100
"1036"	"Roseburia sp. AF02 12"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.66443832959042	0.403594029086773	1.50205515560025	0.173022199939548	0.288222829225811	0.316107718207174	0.389055653178061	NA	"abundance"	1527	363
"1037"	"Phocaeicola massiliensis"	"Age"	"Age"	"age"	-0.243621424510019	-0.0108468315301573	0.136520154106107	0.173505857739169	0.288782321995175	0.0312486178929477	0.0542739152877512	NA	"abundance"	1527	396
"1038"	"Bacteroides eggerthii"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.81797720555173	0.403594029086773	2.3618063998468	0.173953546744115	0.289281047096171	0.0333843804930311	0.0571376106979593	NA	"abundance"	1527	409
"1039"	"Roseburia inulinivorans"	"Abx"	"Used"	"antibioticsYes"	-0.660868434181612	-0.0726333204687373	0.397511741804755	0.174265125567947	0.289552768163068	4.40913357501693e-10	5.00650005937406e-09	NA	"abundance"	1527	951
"1040"	"Clostridiaceae bacterium Marseille Q4149"	"Abx"	"Used"	"antibioticsYes"	0.995994576139006	-0.0726333204687373	0.768352528659146	0.174936895464514	0.290421999777111	0.319270873534265	0.391579607958401	NA	"abundance"	1527	181
"1041"	"Eubacterium siraeum"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.20737155888086	0.403594029086773	1.91755026703641	0.175740111692652	0.29150779138153	0.0100055563591749	0.02057041820652	NA	"abundance"	1527	565
"1042"	"Bacteroides faecis"	"Diagnosis"	"CD"	"diagnosisCD"	0.195981378034168	0	0.14507313333121	0.176722869944722	0.292757802678539	0.322214767127945	0.394416382335636	NA	"prevalence"	1527	434
"1043"	"Roseburia inulinivorans"	"Diagnosis"	"UC"	"diagnosisUC"	-0.223861638249485	0	0.165738186363609	0.176793350645177	0.292757802678539	0.322330812458006	0.394416382335636	NA	"prevalence"	1527	951
"1044"	"Fusicatenibacter saccharivorans"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	1.31934056259498	0.403594029086773	0.643376318560936	0.177935371913582	0.29439942143873	2.30095523352743e-05	0.000103396116025743	NA	"abundance"	1527	1119
"1045"	"Bacteroides thetaiotaomicron"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.591977314892752	-0.218203238148827	0.548546453417149	0.178425027374018	0.294655007716895	1.66167694580551e-17	6.49900316581712e-16	NA	"abundance"	1527	1062
"1046"	"Alistipes onderdonkii"	"Abx"	"Used"	"antibioticsYes"	0.260557380666937	0	0.193624260113989	0.178403928953127	0.294655007716895	0.324979896040342	0.397197650715973	NA	"prevalence"	1527	831
"1047"	"Clostridiaceae bacterium Marseille Q4149"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-4.34401109940938	0	3.22913087495599	0.178542235996317	0.294655007716895	0.178542235996317	0.240792594140627	NA	"prevalence"	1527	181
"1048"	"Blautia wexlerae"	"Diagnosis"	"UC"	"diagnosisUC"	0.439734238408514	0.0724275054371195	0.177352561336221	0.17900880904418	0.295175707065256	0.325973464372945	0.397951420089977	NA	"abundance"	1527	1302
"1049"	"Haemophilus parainfluenzae"	"Age"	"Age"	"age"	-0.220441463040276	-0.0108468315301573	0.117106287233816	0.179504284277016	0.295743146270902	6.58221613448968e-16	1.9859486394346e-14	NA	"abundance"	1527	674
"1050"	"Prevotella copri clade A"	"Diagnosis"	"UC"	"diagnosisUC"	-0.238759750206311	0	0.178012226121902	0.17983774427377	0.296042925283021	0.327333874282062	0.39915077510607	NA	"prevalence"	1527	289
"1051"	"Phascolarctobacterium faecium"	"Age"	"Age"	"age"	0.185946382105622	-0.0108468315301573	0.103958802746653	0.180016217191026	0.296087279790628	6.38803863083726e-23	7.49529866018239e-21	NA	"abundance"	1527	503
"1052"	"GGB1266 SGB1699"	"Abx"	"Used"	"antibioticsYes"	-0.680577362394262	0	0.508632128856856	0.180878765286328	0.297255767341871	0.32904040284115	0.400768933564307	NA	"prevalence"	1527	84
"1053"	"Gemmiger formicilis"	"Diagnosis"	"CD"	"diagnosisCD"	-0.469343444890449	-0.0688618225536278	0.252242448461506	0.181777985609606	0.298375417604218	2.33042690810267e-11	3.56656639848757e-10	NA	"abundance"	1527	472
"1054"	"Escherichia coli"	"Diagnosis"	"UC"	"diagnosisUC"	0.192593664837075	0	0.144261325338743	0.18186546692253	0.298375417604218	0.33065588578611	0.402263261175926	NA	"prevalence"	1527	707
"1055"	"Eubacterium ventriosum"	"Abx"	"Used"	"antibioticsYes"	-0.689759304498544	-0.0726333204687373	0.429758729539195	0.182093612941772	0.298499093698173	0.331029142009356	0.402263261175926	NA	"abundance"	1527	520
"1056"	"Blautia obeum"	"Age"	"Age"	"age"	-0.192075190075812	-0.0108468315301573	0.0883183778488588	0.182479499704962	0.298880924076694	0.182479499704962	0.245475607246421	NA	"abundance"	1527	899
"1057"	"Lacrimispora celerecrescens"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.707365945593507	-0.218203238148827	0.655261608394374	0.185355825324814	0.303083918564591	4.93893048759914e-10	5.49001115253125e-09	NA	"abundance"	1527	756
"1058"	"Vescimonas coprocola"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.45487616237165	0.403594029086773	1.38779823185467	0.185347476704527	0.303083918564591	0.00414636245681909	0.00962320605362848	NA	"abundance"	1527	599
"1059"	"Alistipes SGB2313"	"Read depth"	"Read depth"	"reads"	0.164487308105524	0	0.124395555282354	0.186070773739438	0.303998571811758	0.337519214638883	0.409208140825098	NA	"prevalence"	1527	73
"1060"	"Collinsella SGB14861"	"Read depth"	"Read depth"	"reads"	-0.493666543153466	-0.341953238969257	0.110829902921037	0.186595229461506	0.304600733807672	0.122172132894725	0.175768082202765	NA	"abundance"	1527	593
"1061"	"Clostridiaceae bacterium Marseille Q4149"	"Age"	"Age"	"age"	0.29410508583524	-0.0108468315301573	0.20683301835199	0.187311274114454	0.305404533919733	0.000737848028203604	0.00210018198863344	NA	"abundance"	1527	181
"1062"	"Rikenellaceae bacterium"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.55283016890894	0	1.93644292295964	0.187400223218915	0.305404533919733	0.187400223218915	0.250817028794898	NA	"prevalence"	1527	67
"1063"	"Eisenbergiella massiliensis"	"Diagnosis"	"CD"	"diagnosisCD"	0.500409578078123	-0.0688618225536278	0.403985279981286	0.189205600168059	0.307773295270092	3.80027532638227e-05	0.00016181817518789	NA	"abundance"	1527	417
"1064"	"Bacteroides stercoris"	"Abx"	"Used"	"antibioticsYes"	0.247086029968045	0	0.18814767822034	0.189096766452992	0.307773295270092	0.342435945823007	0.414668190622536	NA	"prevalence"	1527	826
"1065"	"Clostridiaceae bacterium"	"Age"	"Age"	"age"	0.0856935681003042	0	0.0652866151979363	0.189326254306372	0.307773295270092	0.342808078043062	0.414668190622536	NA	"prevalence"	1527	1109
"1066"	"GGB3277 SGB4327"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.23194901495743	0.403594029086773	1.22868342034953	0.190802750917431	0.309915690185087	0.345199812077202	0.417083525804949	NA	"abundance"	1527	152
"1067"	"GGB9480 SGB14874"	"Diagnosis"	"CD"	"diagnosisCD"	-0.490480397594542	-0.0688618225536278	0.278777010204677	0.191305716854399	0.310308424189508	0.249237974454786	0.32018893068644	NA	"abundance"	1527	332
"1068"	"Collinsella SGB14861"	"Age"	"Age"	"age"	0.0720990920128029	0	0.0551823770089194	0.191362155142455	0.310308424189508	0.0826363717987291	0.123603411642292	NA	"prevalence"	1527	593
"1069"	"Bacteroides salyersiae"	"Read depth"	"Read depth"	"reads"	-0.0485064691534416	-0.341953238969257	0.222591183286683	0.191797767652377	0.310756913758495	1.47407608326671e-05	6.98037822389976e-05	NA	"abundance"	1527	150
"1070"	"Candidatus Cibionibacter quicibialis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.55115029699544	-0.218203238148827	0.5404402904532	0.193956037376344	0.313993452388878	1.4273156803436e-16	4.71014174513389e-15	NA	"abundance"	1527	933
"1071"	"Phascolarctobacterium succinatutens"	"Read depth"	"Read depth"	"reads"	-0.593166526547774	-0.341953238969257	0.191101804347873	0.194999574913041	0.315421497831194	0.194999574913041	0.259344522806261	NA	"abundance"	1527	125
"1072"	"Bacteroides finegoldii"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.22999843319601	-0.218203238148827	1.53725542844342	0.195441600096628	0.315875009585451	0.00098294771718455	0.00273694561138336	NA	"abundance"	1527	333
"1073"	"Ruminococcus torques"	"Age"	"Age"	"age"	-0.176953055721223	-0.0108468315301573	0.0764869008520925	0.196003083315459	0.316520681651576	0.196003083315459	0.259892379864224	NA	"abundance"	1527	1093
"1074"	"Phascolarctobacterium faecium"	"Read depth"	"Read depth"	"reads"	-0.194634840807976	-0.341953238969257	0.109968620103084	0.196279759387622	0.316705738929326	3.21195223781793e-05	0.00013844169645452	NA	"abundance"	1527	503
"1075"	"Waltera intestinalis"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.70437756123713	-0.218203238148827	1.13035920220978	0.197143439313071	0.317836865031139	1.52028383571596e-05	7.10362712617723e-05	NA	"abundance"	1527	524
"1076"	"GGB28645 SGB41268"	"Diagnosis"	"UC"	"diagnosisUC"	1.49629553756949	0	1.1626729583768	0.198113642758815	0.319137722960202	0.198113642758815	0.262165421996627	NA	"prevalence"	1527	3
"1077"	"Prevotella marseillensis"	"Age"	"Age"	"age"	-0.327666725965408	0	0.254978802442389	0.198766294097135	0.31992532015305	0.198766294097135	0.262699883062046	NA	"prevalence"	1527	18
"1078"	"Alistipes communis"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-2.484479303357	0.403594029086773	2.24393323624174	0.200085526544938	0.320399973091389	0.119191726269021	0.172183943830488	NA	"abundance"	1527	407
"1079"	"Bacteroides caccae"	"Read depth"	"Read depth"	"reads"	-0.243009546073822	-0.341953238969257	0.0704904773130176	0.200155175794293	0.320399973091389	0.0646752202391698	0.100881879723136	NA	"abundance"	1527	958
"1080"	"Faecalibacterium SGB15346"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-0.637237684887448	0.403594029086773	0.783903639165638	0.199871304045803	0.320399973091389	0.0332967385250518	0.0570801231858032	NA	"abundance"	1527	743
"1081"	"GGB1543 SGB2126"	"Abx"	"Used"	"antibioticsYes"	-2.96701627054775	-0.0726333204687373	2.21342544997145	0.200273178381085	0.320399973091389	0.185666819960023	0.249128541140768	NA	"abundance"	1527	42
"1082"	"GGB16040 SGB9347"	"Diagnosis"	"UC"	"diagnosisUC"	1.03166137538746	0.0724275054371195	0.717013287515022	0.200372961677419	0.320399973091389	0.000250052424594992	0.000835618229026302	NA	"abundance"	1527	114
"1083"	"Hungatella hathewayi"	"Age"	"Age"	"age"	0.216004530651418	-0.0108468315301573	0.143916080787589	0.199638952770257	0.320399973091389	0.359422194077309	0.432782026163784	NA	"abundance"	1527	451
"1084"	"Roseburia hominis"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	1.45779844748036	0.403594029086773	0.791080487952913	0.19958925696236	0.320399973091389	0.0153883794573609	0.0297455042124643	NA	"abundance"	1527	876
"1085"	"Bacteroides salyersiae"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-1.2575871986666	0	0.986432945209753	0.202350439515358	0.323297431572372	0.363755178658658	0.437500533785356	NA	"prevalence"	1527	150
"1086"	"GGB9708 SGB15234"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-4.11405388194939	0	3.22967463175169	0.202723951019393	0.323629575401875	0.202723951019393	0.267261538422571	NA	"prevalence"	1527	282
"1087"	"GGB33469 SGB15236"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-4.10828444957103	0	3.22963522173366	0.203352388274185	0.324367809541026	0.203352388274185	0.267434181324938	NA	"prevalence"	1527	293
"1088"	"Bacteroides thetaiotaomicron"	"Diagnosis"	"UC"	"diagnosisUC"	-0.340913770433471	0.0724275054371195	0.253117911285864	0.206179723214263	0.328609444666126	0.369849368163816	0.444324155609772	NA	"abundance"	1527	1062
"1089"	"Clostridium symbiosum"	"Diagnosis"	"CD"	"diagnosisCD"	-0.540679268744875	-0.0688618225536278	0.338365908531634	0.206754030051605	0.329256214116411	5.23012508049999e-05	0.00020841555037766	NA	"abundance"	1527	539
"1090"	"Phascolarctobacterium faecium"	"Diagnosis"	"CD"	"diagnosisCD"	0.331684029981897	-0.0688618225536278	0.275436110082864	0.208178895079307	0.330800208766038	0.373019337802172	0.447623205362606	NA	"abundance"	1527	503
"1091"	"Butyrivibrio crossotus"	"Read depth"	"Read depth"	"reads"	0.199780668741154	0	0.158752210800215	0.208231451782102	0.330800208766038	0.208231451782102	0.273158277120372	NA	"prevalence"	1527	43
"1092"	"Lactobacillus acidophilus"	"Abx"	"Used"	"antibioticsYes"	-0.774429441803677	0	0.615345978707457	0.208201279857274	0.330800208766038	0.208201279857274	0.273158277120372	NA	"prevalence"	1527	26
"1093"	"Bacteroides ilei"	"Age"	"Age"	"age"	0.266009444743111	0	0.21198351088449	0.20952990158183	0.332592548895935	0.20952990158183	0.274180391660982	NA	"prevalence"	1527	17
"1094"	"Coprococcus eutactus"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-0.668450453435764	0	0.533410888984007	0.210146621782639	0.333300729677984	0.376131640918622	0.450334481644065	NA	"prevalence"	1527	177
"1095"	"Bilophila wadsworthia"	"Diagnosis"	"UC"	"diagnosisUC"	0.456677020793171	0.0724275054371195	0.225905726877979	0.210669376120491	0.333588298978476	5.5897634788261e-08	4.15689453073265e-07	NA	"abundance"	1527	764
"1096"	"Roseburia sp. AF02 12"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-0.676281244719935	0	0.540228737620717	0.210627293204195	0.333588298978476	0.316107718207174	0.389055653178061	NA	"prevalence"	1527	363
"1097"	"Alistipes SGB2313"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-0.906496135268721	0	0.726055798866708	0.211840210345028	0.334628755872421	0.378804145971031	0.453020586801142	NA	"prevalence"	1527	73
"1098"	"GGB1266 SGB1699"	"Diagnosis"	"CD"	"diagnosisCD"	0.42374681008977	0	0.339288654426456	0.211691722581708	0.334628755872421	0.132565206644195	0.187904507672846	NA	"prevalence"	1527	84
"1099"	"Phocaeicola vulgatus"	"Diagnosis"	"CD"	"diagnosisCD"	0.296091650578	-0.0688618225536278	0.245516923293741	0.212875254037554	0.335720941395787	0.380434634293554	0.454455852730762	NA	"abundance"	1527	1288
"1100"	"Bacteroides ilei"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.42645333461743	0	1.94725791354317	0.212732350810876	0.335720941395787	0.212732350810876	0.278026438683521	NA	"prevalence"	1527	17
"1101"	"Phocaeicola coprocola"	"Read depth"	"Read depth"	"reads"	0.125468023004359	0	0.100879859606092	0.213596340644668	0.336586491628775	0.381569284552543	0.455108051009819	NA	"prevalence"	1527	101
"1102"	"Phocaeicola sartorii"	"Diagnosis"	"UC"	"diagnosisUC"	-0.222656863602186	0	0.17909039361969	0.213770103833343	0.336588866148552	0.381842550373769	0.455108051009819	NA	"prevalence"	1527	424
"1103"	"GGB3746 SGB5089"	"Diagnosis"	"UC"	"diagnosisUC"	0.490430315936035	0.0724275054371195	0.265594465367471	0.214203747889558	0.337000099336712	0.000189100209090789	0.000650455442344864	NA	"abundance"	1527	651
"1104"	"Clostridiales bacterium"	"Diagnosis"	"CD"	"diagnosisCD"	0.229908583537272	-0.0688618225536278	0.179332726385227	0.214739294226991	0.337299502346897	0.010546735524422	0.0214179859880569	NA	"abundance"	1527	985
"1105"	"GGB9713 SGB15249"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	-4.00790539252832	0	3.22994509489895	0.21465796097311	0.337299502346897	0.21465796097311	0.280196300108287	NA	"prevalence"	1527	329
"1106"	"Lachnospira eligens"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	0.491115003660964	-0.218203238148827	0.514607733928777	0.215184499241432	0.337727318488159	5.0969022435474e-09	4.56129556710682e-08	NA	"abundance"	1527	929
"1107"	"Parabacteroides distasonis"	"Diagnosis"	"UC"	"diagnosisUC"	0.394564932667893	0.0724275054371195	0.1564850792875	0.215745260799712	0.33806434611278	0.215745260799712	0.280921079413681	NA	"abundance"	1527	1140
"1108"	"Lachnospira pectinoschiza"	"Diagnosis"	"UC"	"diagnosisUC"	-0.182742184384128	0	0.148154716150672	0.217406033291894	0.340152364680097	0.100921746492343	0.148430869492917	NA	"prevalence"	1527	500
"1109"	"Lactobacillus acidophilus"	"Diagnosis"	"UC"	"diagnosisUC"	1.42932707970385	0	1.15884965462325	0.217425948559591	0.340152364680097	0.217425948559591	0.282760839506069	NA	"prevalence"	1527	26
"1110"	"Lachnospira pectinoschiza"	"Read depth"	"Read depth"	"reads"	-0.493967875700846	-0.341953238969257	0.120409096287941	0.21952898814281	0.343167714264841	0.10383481305796	0.152502868691524	NA	"abundance"	1527	500
"1111"	"GGB3304 SGB4367"	"Read depth"	"Read depth"	"reads"	-0.0689025693529429	-0.341953238969257	0.220220130902819	0.220228526926522	0.343711295219188	0.0922100980193614	0.136761044253435	NA	"abundance"	1527	155
"1112"	"GGB3478 SGB14857"	"Read depth"	"Read depth"	"reads"	-0.297565782043965	0	0.242651723249198	0.220082741413435	0.343711295219188	0.391729069758817	0.465315970377177	NA	"prevalence"	1527	16
"1113"	"Akkermansia sp. KLE1798"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-2.36694994474218	0	1.93395708631668	0.220993881316023	0.344630522020358	0.220993881316023	0.286694764950516	NA	"prevalence"	1527	70
"1114"	"Dysgonomonas mossii"	"Dysbiosis"	"UC"	"dysbiosis_statedysbiosis_UC"	1.07638975703584	0	0.880123002370177	0.221329985909122	0.344879419829685	0.393673009155712	0.467099660301609	NA	"prevalence"	1527	31
"1115"	"Collinsella aerofaciens"	"Read depth"	"Read depth"	"reads"	-0.459214352207992	-0.341953238969257	0.0918845581612927	0.223779499644771	0.348141036867741	0.000384390298782764	0.00121169001646149	NA	"abundance"	1527	698
"1116"	"GGB3478 SGB14857"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	-1.15954909088993	0	0.952866327248869	0.223639846716383	0.348141036867741	0.397264912393438	0.470832488762594	NA	"prevalence"	1527	16
"1117"	"Tyzzerella nexilis"	"Diagnosis"	"CD"	"diagnosisCD"	0.253413011211634	0	0.208426506369787	0.224046375739307	0.348278932533497	0.397895972996695	0.471051734848105	NA	"prevalence"	1527	188
"1118"	"Dorea longicatena"	"Read depth"	"Read depth"	"reads"	-0.435455473755881	-0.341953238969257	0.0715237847279803	0.226201048139124	0.351348845837717	4.82004576993634e-05	0.000195017943795125	NA	"abundance"	1527	1020
"1119"	"Bacteroides cellulosilyticus"	"Diagnosis"	"CD"	"diagnosisCD"	-0.533232333476698	-0.0688618225536278	0.352119209705454	0.227782412426088	0.352999316549408	0.128481985016599	0.183099832898149	NA	"abundance"	1527	433
"1120"	"Bacteroides intestinalis"	"Diagnosis"	"UC"	"diagnosisUC"	-0.791811483893088	0.0724275054371195	0.687118774857686	0.228166907268118	0.352999316549408	0.404273676963938	0.476465404993212	NA	"abundance"	1527	158
"1121"	"GGB1549 SGB2133"	"Abx"	"Used"	"antibioticsYes"	-1.37912682252274	-0.0726333204687373	1.05561764233601	0.228096969028998	0.352999316549408	0.40416571077778	0.476465404993212	NA	"abundance"	1527	46
"1122"	"Roseburia faecis"	"Diagnosis"	"CD"	"diagnosisCD"	0.26162057715935	-0.0688618225536278	0.222848544570708	0.227909132808038	0.352999316549408	0.403875692798764	0.476465404993212	NA	"abundance"	1527	922
"1123"	"GGB9708 SGB15234"	"Abx"	"Used"	"antibioticsYes"	0.274787722586804	0	0.227773104138152	0.227659489485476	0.352999316549408	0.403490135818165	0.476465404993212	NA	"prevalence"	1527	282
"1124"	"GGB9480 SGB14874"	"Dysbiosis"	"CD"	"dysbiosis_statedysbiosis_CD"	1.14381619864075	-0.218203238148827	1.1119346208871	0.229085687396022	0.3541403743448	8.17397729239193e-06	4.13000957931382e-05	NA	"abundance"	1527	332
"1125"	"Clostridium sp. AM49 4BH"	"Age"	"Age"	"age"	0.188290800178141	-0.0108468315301573	0.129894728059165	0.230024447216188	0.355029834012979	5.0532389281464e-05	0.000202129557125856	NA	"abundance"	1527	344
